"Date","Temp","RH","DP","NA","NA","NA","NA","NA"
"05/26/17 12:06:31 PM","87.359","52.162","67.705","","","","",""
"05/26/17 12:21:31 PM","87.449","53.646","68.607","","","","",""
"05/26/17 12:36:31 PM","87.449","53.646","68.607","","","","",""
"05/26/17 12:51:31 PM","87.449","54.542","69.091","","","","",""
"05/26/17 01:06:31 PM","87.449","54.638","69.141","","","","",""
"05/26/17 01:21:31 PM","87.449","55.499","69.600","","","","",""
"05/26/17 01:36:31 PM","87.449","54.606","69.125","","","","",""
"05/26/17 01:51:31 PM","87.449","54.478","69.057","","","","",""
"05/26/17 02:06:31 PM","87.449","54.126","68.868","","","","",""
"05/26/17 02:21:31 PM","87.449","54.350","68.988","","","","",""
"05/26/17 02:36:31 PM","87.449","54.286","68.954","","","","",""
"05/26/17 02:51:31 PM","87.449","54.478","69.057","","","","",""
"05/26/17 03:06:31 PM","87.449","54.510","69.073","","","","",""
"05/26/17 03:21:31 PM","87.449","53.838","68.711","","","","",""
"05/26/17 03:36:31 PM","87.449","54.510","69.073","","","","",""
"05/26/17 03:51:31 PM","87.496","53.778","68.720","","","","",""
"05/26/17 04:06:31 PM","87.449","53.934","68.763","","","","",""
"05/26/17 04:21:31 PM","87.449","54.925","69.296","","","","",""
"05/26/17 04:36:31 PM","87.449","55.913","69.818","","","","",""
"05/26/17 04:51:31 PM","87.267","51.092","67.019","","","","",""
"05/26/17 05:06:31 PM","87.496","52.623","68.086","","","","",""
"05/26/17 05:21:31 PM","87.496","53.554","68.598","","","","",""
"05/26/17 05:36:31 PM","87.496","54.482","69.100","","","","",""
"05/26/17 05:51:31 PM","87.496","55.216","69.492","","","","",""
"05/26/17 06:06:31 PM","87.541","55.060","69.453","","","","",""
"05/26/17 06:21:31 PM","87.496","55.662","69.728","","","","",""
"05/26/17 06:36:31 PM","87.496","53.778","68.720","","","","",""
"05/26/17 06:51:31 PM","87.496","53.522","68.581","","","","",""
"05/26/17 07:06:31 PM","87.496","53.650","68.652","","","","",""
"05/26/17 07:21:31 PM","87.496","53.265","68.441","","","","",""
"05/26/17 07:36:31 PM","87.449","53.037","68.274","","","","",""
"05/26/17 07:51:31 PM","87.449","53.069","68.292","","","","",""
"05/26/17 08:06:31 PM","87.449","53.069","68.292","","","","",""
"05/26/17 08:21:31 PM","87.449","53.133","68.326","","","","",""
"05/26/17 08:36:31 PM","87.449","52.491","67.971","","","","",""
"05/26/17 08:51:31 PM","87.449","52.876","68.185","","","","",""
"05/26/17 09:06:31 PM","87.449","52.137","67.775","","","","",""
"05/26/17 09:21:31 PM","87.449","52.555","68.007","","","","",""
"05/26/17 09:36:31 PM","87.449","52.555","68.007","","","","",""
"05/26/17 09:51:31 PM","87.449","52.298","67.865","","","","",""
"05/26/17 10:06:31 PM","87.449","52.394","67.919","","","","",""
"05/26/17 10:21:31 PM","87.449","51.976","67.685","","","","",""
"05/26/17 10:36:31 PM","87.449","51.461","67.395","","","","",""
"05/26/17 10:51:31 PM","87.449","51.299","67.303","","","","",""
"05/26/17 11:06:31 PM","87.449","51.557","67.449","","","","",""
"05/26/17 11:21:31 PM","87.404","51.651","67.460","","","","",""
"05/26/17 11:36:31 PM","87.449","51.525","67.431","","","","",""
"05/26/17 11:51:31 PM","87.449","51.428","67.377","","","","",""
"05/27/17 12:06:31 AM","87.404","51.586","67.424","","","","",""
"05/27/17 12:21:31 AM","87.404","51.812","67.552","","","","",""
"05/27/17 12:36:31 AM","87.449","52.073","67.739","","","","",""
"05/27/17 12:51:31 AM","87.404","51.328","67.278","","","","",""
"05/27/17 01:06:31 AM","87.449","51.880","67.631","","","","",""
"05/27/17 01:21:31 AM","87.449","51.686","67.523","","","","",""
"05/27/17 01:36:31 AM","87.449","52.073","67.739","","","","",""
"05/27/17 01:51:31 AM","87.404","51.812","67.552","","","","",""
"05/27/17 02:06:31 AM","87.449","51.718","67.541","","","","",""
"05/27/17 02:21:31 AM","87.449","51.783","67.577","","","","",""
"05/27/17 02:36:31 AM","87.449","51.428","67.377","","","","",""
"05/27/17 02:51:31 AM","87.404","51.005","67.096","","","","",""
"05/27/17 03:06:31 AM","87.404","51.522","67.388","","","","",""
"05/27/17 03:21:31 AM","87.449","51.332","67.323","","","","",""
"05/27/17 03:36:31 AM","87.404","51.780","67.534","","","","",""
"05/27/17 03:51:31 AM","87.449","51.912","67.649","","","","",""
"05/27/17 04:06:31 AM","87.404","52.102","67.714","","","","",""
"05/27/17 04:21:31 AM","87.404","52.005","67.660","","","","",""
"05/27/17 04:36:31 AM","87.449","51.912","67.649","","","","",""
"05/27/17 04:51:31 AM","87.449","52.298","67.865","","","","",""
"05/27/17 05:06:31 AM","87.404","52.102","67.714","","","","",""
"05/27/17 05:21:31 AM","87.449","51.912","67.649","","","","",""
"05/27/17 05:36:31 AM","87.449","52.266","67.847","","","","",""
"05/27/17 05:51:31 AM","87.449","51.847","67.613","","","","",""
"05/27/17 06:06:31 AM","87.404","52.102","67.714","","","","",""
"05/27/17 06:21:31 AM","87.449","51.622","67.487","","","","",""
"05/27/17 06:36:31 AM","87.449","51.880","67.631","","","","",""
"05/27/17 06:51:31 AM","87.404","51.586","67.424","","","","",""
"05/27/17 07:06:31 AM","87.404","51.070","67.132","","","","",""
"05/27/17 07:21:31 AM","87.404","50.973","67.077","","","","",""
"05/27/17 07:36:31 AM","87.404","51.264","67.242","","","","",""
"05/27/17 07:51:31 AM","87.404","50.844","67.003","","","","",""
"05/27/17 08:06:31 AM","87.359","50.291","66.645","","","","",""
"05/27/17 08:21:31 AM","87.404","50.909","67.041","","","","",""
"05/27/17 08:36:31 AM","87.449","51.073","67.176","","","","",""
"05/27/17 08:51:31 AM","87.404","50.553","66.837","","","","",""
"05/27/17 09:06:31 AM","87.404","51.135","67.168","","","","",""
"05/27/17 09:21:31 AM","87.404","50.715","66.929","","","","",""
"05/27/17 09:36:31 AM","87.449","50.847","67.048","","","","",""
"05/27/17 09:51:31 AM","87.449","51.073","67.176","","","","",""
"05/27/17 10:06:31 AM","87.404","50.553","66.837","","","","",""
"05/27/17 10:21:31 AM","87.404","51.005","67.096","","","","",""
"05/27/17 10:36:31 AM","87.449","50.556","66.880","","","","",""
"05/27/17 10:51:31 AM","87.404","50.553","66.837","","","","",""
"05/27/17 11:06:31 AM","87.404","51.393","67.316","","","","",""
"05/27/17 11:21:31 AM","87.404","50.941","67.059","","","","",""
"05/27/17 11:36:31 AM","87.449","50.783","67.010","","","","",""
"05/27/17 11:51:31 AM","87.449","50.686","66.956","","","","",""
"05/27/17 12:06:31 PM","87.449","51.428","67.377","","","","",""
"05/27/17 12:21:31 PM","87.449","52.330","67.883","","","","",""
"05/27/17 12:36:31 PM","87.449","52.587","68.025","","","","",""
"05/27/17 12:51:31 PM","87.449","53.230","68.380","","","","",""
"05/27/17 01:06:31 PM","87.449","52.909","68.203","","","","",""
"05/27/17 01:21:31 PM","87.404","52.520","67.946","","","","",""
"05/27/17 01:36:31 PM","87.449","53.101","68.308","","","","",""
"05/27/17 01:51:31 PM","87.449","52.748","68.113","","","","",""
"05/27/17 02:06:31 PM","87.449","52.973","68.238","","","","",""
"05/27/17 02:21:31 PM","87.496","53.297","68.459","","","","",""
"05/27/17 02:36:31 PM","87.449","52.844","68.167","","","","",""
"05/27/17 02:51:31 PM","87.449","52.491","67.971","","","","",""
"05/27/17 03:06:31 PM","87.449","52.587","68.025","","","","",""
"05/27/17 03:21:31 PM","87.449","52.684","68.079","","","","",""
"05/27/17 03:36:31 PM","87.449","52.780","68.131","","","","",""
"05/27/17 03:51:31 PM","87.404","52.712","68.052","","","","",""
"05/27/17 04:06:31 PM","87.449","52.491","67.971","","","","",""
"05/27/17 04:21:31 PM","87.449","52.684","68.079","","","","",""
"05/27/17 04:36:31 PM","87.449","52.137","67.775","","","","",""
"05/27/17 04:51:31 PM","87.449","52.362","67.901","","","","",""
"05/27/17 05:06:31 PM","87.449","52.555","68.007","","","","",""
"05/27/17 05:21:31 PM","87.449","52.491","67.971","","","","",""
"05/27/17 05:36:31 PM","87.449","52.427","67.937","","","","",""
"05/27/17 05:51:31 PM","87.449","52.748","68.113","","","","",""
"05/27/17 06:06:31 PM","87.449","52.587","68.025","","","","",""
"05/27/17 06:21:31 PM","87.404","52.488","67.928","","","","",""
"05/27/17 06:36:31 PM","87.449","52.844","68.167","","","","",""
"05/27/17 06:51:31 PM","87.449","53.133","68.326","","","","",""
"05/27/17 07:06:31 PM","87.449","52.973","68.238","","","","",""
"05/27/17 07:21:31 PM","87.404","52.937","68.176","","","","",""
"05/27/17 07:36:31 PM","87.449","53.069","68.292","","","","",""
"05/27/17 07:51:31 PM","87.449","53.165","68.344","","","","",""
"05/27/17 08:06:31 PM","87.449","53.934","68.763","","","","",""
"05/27/17 08:21:31 PM","87.404","52.712","68.052","","","","",""
"05/27/17 08:36:31 PM","87.404","52.359","67.856","","","","",""
"05/27/17 08:51:31 PM","87.449","52.266","67.847","","","","",""
"05/27/17 09:06:31 PM","87.404","52.616","68.000","","","","",""
"05/27/17 09:21:31 PM","87.404","52.616","68.000","","","","",""
"05/27/17 09:36:31 PM","87.404","52.488","67.928","","","","",""
"05/27/17 09:51:31 PM","87.404","52.937","68.176","","","","",""
"05/27/17 10:06:31 PM","87.404","52.520","67.946","","","","",""
"05/27/17 10:21:31 PM","87.404","52.616","68.000","","","","",""
"05/27/17 10:36:31 PM","87.449","52.844","68.167","","","","",""
"05/27/17 10:51:31 PM","87.404","51.973","67.642","","","","",""
"05/27/17 11:06:31 PM","87.404","52.102","67.714","","","","",""
"05/27/17 11:21:31 PM","87.404","52.616","68.000","","","","",""
"05/27/17 11:36:31 PM","87.449","52.973","68.238","","","","",""
"05/27/17 11:51:31 PM","87.404","51.683","67.478","","","","",""
"05/28/17 12:06:31 AM","87.404","52.134","67.732","","","","",""
"05/28/17 12:21:31 AM","87.404","52.295","67.820","","","","",""
"05/28/17 12:36:31 AM","87.404","51.522","67.388","","","","",""
"05/28/17 12:51:31 AM","87.404","52.552","67.964","","","","",""
"05/28/17 01:06:31 AM","87.404","52.102","67.714","","","","",""
"05/28/17 01:21:31 AM","87.404","52.102","67.714","","","","",""
"05/28/17 01:36:31 AM","87.404","52.069","67.696","","","","",""
"05/28/17 01:51:31 AM","87.404","51.780","67.534","","","","",""
"05/28/17 02:06:31 AM","87.449","51.912","67.649","","","","",""
"05/28/17 02:21:31 AM","87.404","52.584","67.982","","","","",""
"05/28/17 02:36:31 AM","87.404","52.423","67.892","","","","",""
"05/28/17 02:51:31 AM","87.404","52.359","67.856","","","","",""
"05/28/17 03:06:31 AM","87.404","51.908","67.606","","","","",""
"05/28/17 03:21:31 AM","87.449","52.427","67.937","","","","",""
"05/28/17 03:36:31 AM","87.404","52.423","67.892","","","","",""
"05/28/17 03:51:31 AM","87.404","52.777","68.088","","","","",""
"05/28/17 04:06:31 AM","87.404","53.162","68.301","","","","",""
"05/28/17 04:21:31 AM","87.404","53.258","68.353","","","","",""
"05/28/17 04:36:31 AM","87.404","53.290","68.371","","","","",""
"05/28/17 04:51:31 AM","87.404","53.034","68.229","","","","",""
"05/28/17 05:06:31 AM","87.404","53.258","68.353","","","","",""
"05/28/17 05:21:31 AM","87.449","52.684","68.079","","","","",""
"05/28/17 05:36:31 AM","87.404","52.166","67.750","","","","",""
"05/28/17 05:51:31 AM","87.404","52.423","67.892","","","","",""
"05/28/17 06:06:31 AM","87.404","52.295","67.820","","","","",""
"05/28/17 06:21:31 AM","87.449","52.394","67.919","","","","",""
"05/28/17 06:36:31 AM","87.404","52.198","67.768","","","","",""
"05/28/17 06:51:31 AM","87.404","52.230","67.786","","","","",""
"05/28/17 07:06:31 AM","87.404","52.680","68.034","","","","",""
"05/28/17 07:21:31 AM","87.404","52.745","68.070","","","","",""
"05/28/17 07:36:31 AM","87.404","52.262","67.802","","","","",""
"05/28/17 07:51:31 AM","87.404","52.359","67.856","","","","",""
"05/28/17 08:06:31 AM","87.404","52.584","67.982","","","","",""
"05/28/17 08:21:31 AM","87.404","52.520","67.946","","","","",""
"05/28/17 08:36:31 AM","87.404","52.745","68.070","","","","",""
"05/28/17 08:51:31 AM","87.404","53.322","68.387","","","","",""
"05/28/17 09:06:31 AM","87.449","53.454","68.502","","","","",""
"05/28/17 09:21:31 AM","87.449","53.390","68.466","","","","",""
"05/28/17 09:36:31 AM","87.449","52.876","68.185","","","","",""
"05/28/17 09:51:31 AM","87.404","53.322","68.387","","","","",""
"05/28/17 10:06:31 AM","87.404","53.290","68.371","","","","",""
"05/28/17 10:21:31 AM","87.449","53.101","68.308","","","","",""
"05/28/17 10:36:31 AM","87.404","53.258","68.353","","","","",""
"05/28/17 10:51:31 AM","87.404","52.905","68.158","","","","",""
"05/28/17 11:06:31 AM","87.404","52.616","68.000","","","","",""
"05/28/17 11:21:31 AM","87.449","52.684","68.079","","","","",""
"05/28/17 11:36:31 AM","87.449","52.780","68.131","","","","",""
"05/28/17 11:51:31 AM","87.404","52.937","68.176","","","","",""
"05/28/17 12:06:31 PM","87.449","53.742","68.659","","","","",""
"05/28/17 12:21:31 PM","87.404","52.937","68.176","","","","",""
"05/28/17 12:36:31 PM","87.449","53.518","68.536","","","","",""
"05/28/17 12:51:31 PM","87.449","53.838","68.711","","","","",""
"05/28/17 01:06:31 PM","87.449","53.806","68.693","","","","",""
"05/28/17 01:21:31 PM","87.449","53.806","68.693","","","","",""
"05/28/17 01:36:31 PM","87.404","53.322","68.387","","","","",""
"05/28/17 01:51:31 PM","87.404","53.579","68.527","","","","",""
"05/28/17 02:06:31 PM","87.449","53.037","68.274","","","","",""
"05/28/17 02:21:31 PM","87.449","53.037","68.274","","","","",""
"05/28/17 02:36:31 PM","87.449","53.101","68.308","","","","",""
"05/28/17 02:51:31 PM","87.404","52.905","68.158","","","","",""
"05/28/17 03:06:31 PM","87.449","52.909","68.203","","","","",""
"05/28/17 03:21:31 PM","87.449","53.358","68.450","","","","",""
"05/28/17 03:36:31 PM","87.449","53.037","68.274","","","","",""
"05/28/17 03:51:31 PM","87.449","53.005","68.256","","","","",""
"05/28/17 04:06:31 PM","87.449","52.844","68.167","","","","",""
"05/28/17 04:21:31 PM","87.449","53.230","68.380","","","","",""
"05/28/17 04:36:31 PM","87.449","53.774","68.677","","","","",""
"05/28/17 04:51:31 PM","87.449","53.358","68.450","","","","",""
"05/28/17 05:06:31 PM","87.449","53.422","68.484","","","","",""
"05/28/17 05:21:31 PM","87.404","53.611","68.545","","","","",""
"05/28/17 05:36:31 PM","87.449","53.197","68.362","","","","",""
"05/28/17 05:51:31 PM","87.449","54.126","68.868","","","","",""
"05/28/17 06:06:31 PM","87.404","53.803","68.650","","","","",""
"05/28/17 06:21:31 PM","87.404","53.835","68.668","","","","",""
"05/28/17 06:36:31 PM","87.404","54.762","69.166","","","","",""
"05/28/17 06:51:31 PM","87.449","54.542","69.091","","","","",""
"05/28/17 07:06:31 PM","87.449","54.542","69.091","","","","",""
"05/28/17 07:21:31 PM","87.449","53.582","68.572","","","","",""
"05/28/17 07:36:31 PM","87.449","54.414","69.022","","","","",""
"05/28/17 07:51:31 PM","87.449","53.902","68.745","","","","",""
"05/28/17 08:06:31 PM","87.449","53.710","68.641","","","","",""
"05/28/17 08:21:31 PM","87.449","54.286","68.954","","","","",""
"05/28/17 08:36:31 PM","87.449","53.838","68.711","","","","",""
"05/28/17 08:51:31 PM","87.449","53.742","68.659","","","","",""
"05/28/17 09:06:31 PM","87.449","53.710","68.641","","","","",""
"05/28/17 09:21:31 PM","87.449","53.774","68.677","","","","",""
"05/28/17 09:36:31 PM","87.449","53.774","68.677","","","","",""
"05/28/17 09:51:31 PM","87.449","54.606","69.125","","","","",""
"05/28/17 10:06:31 PM","87.449","53.966","68.781","","","","",""
"05/28/17 10:21:31 PM","87.404","54.123","68.823","","","","",""
"05/28/17 10:36:31 PM","87.404","53.995","68.754","","","","",""
"05/28/17 10:51:31 PM","87.404","53.835","68.668","","","","",""
"05/28/17 11:06:31 PM","87.404","53.194","68.317","","","","",""
"05/28/17 11:21:31 PM","87.404","53.194","68.317","","","","",""
"05/28/17 11:36:31 PM","87.404","52.937","68.176","","","","",""
"05/28/17 11:51:31 PM","87.404","52.777","68.088","","","","",""
"05/29/17 12:06:31 AM","87.404","52.455","67.910","","","","",""
"05/29/17 12:21:31 AM","87.404","52.134","67.732","","","","",""
"05/29/17 12:36:31 AM","87.449","51.847","67.613","","","","",""
"05/29/17 12:51:31 AM","87.404","51.973","67.642","","","","",""
"05/29/17 01:06:31 AM","87.404","52.295","67.820","","","","",""
"05/29/17 01:21:31 AM","87.404","52.777","68.088","","","","",""
"05/29/17 01:36:31 AM","87.404","53.001","68.212","","","","",""
"05/29/17 01:51:31 AM","87.404","52.680","68.034","","","","",""
"05/29/17 02:06:31 AM","87.404","53.258","68.353","","","","",""
"05/29/17 02:21:31 AM","87.404","52.455","67.910","","","","",""
"05/29/17 02:36:31 AM","87.404","53.226","68.335","","","","",""
"05/29/17 02:51:31 AM","87.404","53.194","68.317","","","","",""
"05/29/17 03:06:31 AM","87.404","53.194","68.317","","","","",""
"05/29/17 03:21:31 AM","87.404","53.386","68.423","","","","",""
"05/29/17 03:36:31 AM","87.404","53.226","68.335","","","","",""
"05/29/17 03:51:31 AM","87.404","53.675","68.580","","","","",""
"05/29/17 04:06:31 AM","87.449","53.742","68.659","","","","",""
"05/29/17 04:21:31 AM","87.404","53.867","68.684","","","","",""
"05/29/17 04:36:31 AM","87.404","54.347","68.943","","","","",""
"05/29/17 04:51:31 AM","87.404","53.258","68.353","","","","",""
"05/29/17 05:06:31 AM","87.404","53.322","68.387","","","","",""
"05/29/17 05:21:31 AM","87.404","53.835","68.668","","","","",""
"05/29/17 05:36:31 AM","87.404","54.283","68.909","","","","",""
"05/29/17 05:51:31 AM","87.404","54.155","68.841","","","","",""
"05/29/17 06:06:31 AM","87.404","53.835","68.668","","","","",""
"05/29/17 06:21:31 AM","87.404","53.579","68.527","","","","",""
"05/29/17 06:36:31 AM","87.404","53.515","68.493","","","","",""
"05/29/17 06:51:31 AM","87.404","54.027","68.770","","","","",""
"05/29/17 07:06:31 AM","87.404","53.771","68.632","","","","",""
"05/29/17 07:21:31 AM","87.449","53.646","68.607","","","","",""
"05/29/17 07:36:31 AM","87.404","54.123","68.823","","","","",""
"05/29/17 07:51:31 AM","87.404","54.411","68.977","","","","",""
"05/29/17 08:06:31 AM","87.404","53.867","68.684","","","","",""
"05/29/17 08:21:31 AM","87.404","55.336","69.471","","","","",""
"05/29/17 08:36:31 AM","87.404","54.921","69.251","","","","",""
"05/29/17 08:51:31 AM","87.404","54.826","69.201","","","","",""
"05/29/17 09:06:31 AM","87.449","55.308","69.499","","","","",""
"05/29/17 09:21:31 AM","87.404","55.177","69.388","","","","",""
"05/29/17 09:36:31 AM","87.404","54.826","69.201","","","","",""
"05/29/17 09:51:31 AM","87.404","55.495","69.555","","","","",""
"05/29/17 10:06:31 AM","87.404","55.304","69.454","","","","",""
"05/29/17 10:21:31 AM","87.404","54.858","69.217","","","","",""
"05/29/17 10:36:31 AM","87.404","54.602","69.080","","","","",""
"05/29/17 10:51:31 AM","87.404","54.762","69.166","","","","",""
"05/29/17 11:06:31 AM","87.404","55.113","69.354","","","","",""
"05/29/17 11:21:31 AM","87.404","54.698","69.132","","","","",""
"05/29/17 11:36:31 AM","87.449","55.084","69.381","","","","",""
"05/29/17 11:51:31 AM","87.449","55.658","69.685","","","","",""
"05/29/17 12:06:31 PM","87.404","54.921","69.251","","","","",""
"05/29/17 12:21:31 PM","87.404","55.081","69.336","","","","",""
"05/29/17 12:36:31 PM","87.404","54.602","69.080","","","","",""
"05/29/17 12:51:31 PM","87.404","54.953","69.269","","","","",""
"05/29/17 01:06:31 PM","87.449","55.435","69.566","","","","",""
"05/29/17 01:21:31 PM","87.449","54.670","69.159","","","","",""
"05/29/17 01:36:31 PM","87.449","54.638","69.141","","","","",""
"05/29/17 01:51:31 PM","87.130","45.648","63.651","","","","",""
"05/29/17 02:06:31 PM","87.404","44.384","63.097","","","","",""
"05/29/17 02:21:31 PM","87.449","42.835","62.128","","","","",""
"05/29/17 02:36:31 PM","87.449","41.077","60.940","","","","",""
"05/29/17 02:51:31 PM","87.449","39.343","59.727","","","","",""
"05/29/17 03:06:31 PM","87.404","36.757","57.785","","","","",""
"05/29/17 03:21:31 PM","87.449","34.801","56.307","","","","",""
"05/29/17 03:36:31 PM","87.449","32.628","54.529","","","","",""
"05/29/17 03:51:31 PM","87.449","30.201","52.417","","","","",""
"05/29/17 04:06:31 PM","87.449","28.930","51.251","","","","",""
"05/29/17 04:21:31 PM","87.449","28.173","50.535","","","","",""
"05/29/17 04:36:31 PM","87.449","27.206","49.595","","","","",""
"05/29/17 04:51:31 PM","87.449","26.098","48.481","","","","",""
"05/29/17 05:06:31 PM","87.449","25.404","47.763","","","","",""
"05/29/17 05:21:31 PM","87.449","24.674","46.987","","","","",""
"05/29/17 05:36:31 PM","87.449","24.082","46.344","","","","",""
"05/29/17 05:51:31 PM","87.496","23.770","46.036","","","","",""
"05/29/17 06:06:31 PM","87.449","23.314","45.487","","","","",""
"05/29/17 06:21:31 PM","87.449","22.965","45.090","","","","",""
"05/29/17 06:36:31 PM","87.449","22.615","44.686","","","","",""
"05/29/17 06:51:31 PM","87.496","22.722","44.848","","","","",""
"05/29/17 07:06:31 PM","87.496","22.757","44.888","","","","",""
"05/29/17 07:21:31 PM","87.449","22.510","44.564","","","","",""
"05/29/17 07:36:31 PM","87.449","22.580","44.647","","","","",""
"05/29/17 07:51:31 PM","87.449","22.615","44.686","","","","",""
"05/29/17 08:06:31 PM","87.449","22.405","44.442","","","","",""
"05/29/17 08:21:31 PM","87.449","22.685","44.767","","","","",""
"05/29/17 08:36:31 PM","87.449","22.475","44.524","","","","",""
"05/29/17 08:51:31 PM","87.449","22.335","44.361","","","","",""
"05/29/17 09:06:31 PM","87.449","22.335","44.361","","","","",""
"05/29/17 09:21:31 PM","87.449","22.265","44.278","","","","",""
"05/29/17 09:36:31 PM","87.449","23.105","45.250","","","","",""
"05/29/17 09:51:31 PM","87.404","23.871","46.072","","","","",""
"05/29/17 10:06:31 PM","87.496","25.267","47.656","","","","",""
"05/29/17 10:21:31 PM","87.449","25.682","48.052","","","","",""
"05/29/17 10:36:31 PM","87.449","25.091","47.433","","","","",""
"05/29/17 10:51:31 PM","87.449","24.570","46.875","","","","",""
"05/29/17 11:06:31 PM","87.449","24.361","46.648","","","","",""
"05/29/17 11:21:31 PM","87.404","24.289","46.531","","","","",""
"05/29/17 11:36:31 PM","87.449","24.778","47.100","","","","",""
"05/29/17 11:51:31 PM","87.449","25.196","47.543","","","","",""
"05/30/17 12:06:31 AM","87.404","30.439","52.592","","","","",""
"05/30/17 12:21:31 AM","87.496","43.301","62.476","","","","",""
"05/30/17 12:36:31 AM","87.496","53.778","68.720","","","","",""
"05/30/17 12:51:31 AM","87.449","59.486","71.643","","","","",""
"05/30/17 01:06:31 AM","87.449","61.305","72.536","","","","",""
"05/30/17 01:21:31 AM","87.404","60.236","71.971","","","","",""
"05/30/17 01:36:31 AM","87.404","60.393","72.048","","","","",""
"05/30/17 01:51:31 AM","87.449","61.773","72.761","","","","",""
"05/30/17 02:06:31 AM","87.359","60.358","71.989","","","","",""
"05/30/17 02:21:31 AM","87.359","60.044","71.834","","","","",""
"05/30/17 02:36:31 AM","87.404","59.136","71.425","","","","",""
"05/30/17 02:51:31 AM","87.404","57.843","70.774","","","","",""
"05/30/17 03:06:31 AM","87.404","58.159","70.934","","","","",""
"05/30/17 03:21:31 AM","87.404","57.337","70.515","","","","",""
"05/30/17 03:36:31 AM","87.404","56.893","70.286","","","","",""
"05/30/17 03:51:31 AM","87.359","57.048","70.324","","","","",""
"05/30/17 04:06:31 AM","87.404","56.735","70.205","","","","",""
"05/30/17 04:21:31 AM","87.404","56.544","70.106","","","","",""
"05/30/17 04:36:31 AM","87.359","56.255","69.912","","","","",""
"05/30/17 04:51:31 AM","87.404","56.354","70.007","","","","",""
"05/30/17 05:06:31 AM","87.404","56.131","69.890","","","","",""
"05/30/17 05:21:31 AM","87.404","56.417","70.039","","","","",""
"05/30/17 05:36:31 AM","87.359","55.937","69.746","","","","",""
"05/30/17 05:51:31 AM","87.359","55.269","69.393","","","","",""
"05/30/17 06:06:31 AM","87.359","55.077","69.292","","","","",""
"05/30/17 06:21:31 AM","87.404","54.921","69.251","","","","",""
"05/30/17 06:36:31 AM","87.404","54.889","69.235","","","","",""
"05/30/17 06:51:31 AM","87.404","55.049","69.319","","","","",""
"05/30/17 07:06:31 AM","87.404","54.602","69.080","","","","",""
"05/30/17 07:21:31 AM","87.404","55.972","69.807","","","","",""
"05/30/17 07:36:31 AM","87.359","55.873","69.712","","","","",""
"05/30/17 07:51:31 AM","87.404","55.177","69.388","","","","",""
"05/30/17 08:06:31 AM","87.359","55.364","69.444","","","","",""
"05/30/17 08:21:31 AM","87.404","55.591","69.606","","","","",""
"05/30/17 08:36:31 AM","87.404","55.336","69.471","","","","",""
"05/30/17 08:51:31 AM","87.359","55.428","69.478","","","","",""
"05/30/17 09:06:31 AM","87.404","56.195","69.924","","","","",""
"05/30/17 09:21:31 AM","87.404","56.354","70.007","","","","",""
"05/30/17 09:36:31 AM","87.359","56.890","70.241","","","","",""
"05/30/17 09:51:31 AM","87.404","56.608","70.138","","","","",""
"05/30/17 10:06:31 AM","86.949","48.347","65.133","","","","",""
"05/30/17 10:21:31 AM","87.404","49.808","66.407","","","","",""
"05/30/17 10:36:31 AM","87.404","48.737","65.781","","","","",""
"05/30/17 10:51:31 AM","87.404","50.165","66.614","","","","",""
"05/30/17 11:06:31 AM","87.404","51.393","67.316","","","","",""
"05/30/17 11:21:31 AM","87.404","52.198","67.768","","","","",""
"05/30/17 11:36:31 AM","87.449","53.262","68.396","","","","",""
"05/30/17 11:51:31 AM","87.449","54.190","68.902","","","","",""
"05/30/17 12:06:31 PM","87.496","53.938","68.806","","","","",""
"05/30/17 12:21:31 PM","87.449","51.847","67.613","","","","",""
"05/30/17 12:36:31 PM","87.449","50.880","67.066","","","","",""
"05/30/17 12:51:31 PM","87.404","49.192","66.049","","","","",""
"05/30/17 01:06:31 PM","87.404","49.289","66.105","","","","",""
"05/30/17 01:21:31 PM","87.449","49.195","66.092","","","","",""
"05/30/17 01:36:31 PM","87.404","48.347","65.548","","","","",""
"05/30/17 01:51:31 PM","87.404","47.988","65.334","","","","",""
"05/30/17 02:06:31 PM","87.404","48.249","65.489","","","","",""
"05/30/17 02:21:31 PM","87.449","48.024","65.397","","","","",""
"05/30/17 02:36:31 PM","87.449","47.992","65.377","","","","",""
"05/30/17 02:51:31 PM","87.404","47.630","65.118","","","","",""
"05/30/17 03:06:31 PM","87.404","47.499","65.039","","","","",""
"05/30/17 03:21:31 PM","87.449","47.763","65.241","","","","",""
"05/30/17 03:36:31 PM","87.449","47.633","65.161","","","","",""
"05/30/17 03:51:31 PM","87.404","48.412","65.586","","","","",""
"05/30/17 04:06:31 PM","87.404","48.054","65.372","","","","",""
"05/30/17 04:21:31 PM","87.404","48.574","65.683","","","","",""
"05/30/17 04:36:31 PM","87.404","48.574","65.683","","","","",""
"05/30/17 04:51:31 PM","87.359","44.414","63.075","","","","",""
"05/30/17 05:06:31 PM","87.449","41.310","61.101","","","","",""
"05/30/17 05:21:31 PM","87.449","39.209","59.630","","","","",""
"05/30/17 05:36:31 PM","87.449","37.668","58.507","","","","",""
"05/30/17 05:51:31 PM","87.449","35.478","56.840","","","","",""
"05/30/17 06:06:31 PM","87.449","34.089","55.735","","","","",""
"05/30/17 06:21:31 PM","87.449","31.809","53.832","","","","",""
