"hRate","dTime","landscape","patch","gen","count","hcount","pupae","larvae","dead_adults"
0,6,9,6,1,0,0,0,0,0
0,6,10,1,1,63,0,0,0,0
0,6,10,2,1,3,0,0,0,0
0,6,10,3,1,1,0,0,0,0
0,6,10,4,1,0,0,0,0,0
0,6,10,5,1,0,0,0,0,0
0,6,10,6,1,0,0,0,0,0
0.25,6,9,1,1,91,23,0,0,0
0.25,6,9,2,1,0,0,0,0,0
0.25,6,9,3,1,0,0,0,0,0
0.25,6,9,4,1,0,0,0,0,0
0.25,6,9,5,1,0,0,0,0,0
0.25,6,9,6,1,0,0,0,0,0
0.25,6,10,1,1,92,24,0,0,0
0.25,6,10,2,1,1,1,0,0,0
0.25,6,10,3,1,0,0,0,0,0
0.25,6,10,4,1,0,0,0,0,0
0.25,6,10,5,1,0,0,0,0,0
0.25,6,10,6,1,0,0,0,0,0
0.5,6,9,1,1,93,47,0,1,0
0.5,6,9,2,1,15,8,0,0,0
0.5,6,9,3,1,0,0,0,0,0
0.5,6,9,4,1,0,0,0,0,0
0.5,6,9,5,1,0,0,0,0,0
0.5,6,9,6,1,0,0,0,0,0
0.5,6,10,1,1,61,31,0,0,0
0.5,6,10,2,1,0,0,0,0,0
0.5,6,10,3,1,0,0,0,0,0
0.5,6,10,4,1,0,0,0,0,0
0.5,6,10,5,1,0,0,0,0,0
0.5,6,10,6,1,0,0,0,0,0
0.75,6,9,1,1,75,57,0,0,2
0.75,6,9,2,1,4,3,0,0,0
0.75,6,9,3,1,0,0,0,0,0
0.75,6,9,4,1,0,0,0,0,0
0.75,6,9,5,1,0,0,0,0,0
0.75,6,9,6,1,0,0,0,0,0
0.75,6,10,1,1,59,45,0,0,2
0.75,6,10,2,1,1,1,0,0,0
0.75,6,10,3,1,0,0,0,0,0
0.75,6,10,4,1,0,0,0,0,0
0.75,6,10,5,1,0,0,0,0,0
0.75,6,10,6,1,0,0,0,0,0
0,24,9,1,1,95,0,0,0,0
0,24,9,2,1,21,0,0,0,0
0,24,9,3,1,0,0,0,0,0
0,24,9,4,1,0,0,0,0,0
0,24,9,5,1,0,0,0,0,0
0,24,9,6,1,0,0,0,0,0
0,24,10,1,1,75,0,0,0,0
0,24,10,2,1,17,0,0,0,0
0,24,10,3,1,1,0,0,0,0
0,24,10,4,1,0,0,0,0,0
0,24,10,5,1,0,0,0,0,0
0,24,10,6,1,0,0,0,0,0
0.25,24,9,1,1,53,14,0,0,0
0.25,24,9,2,1,3,1,0,0,0
0.25,24,9,3,1,0,0,0,0,0
0.25,24,9,4,1,0,0,0,0,0
0.25,24,9,5,1,0,0,0,0,0
0.25,24,9,6,1,0,0,0,0,0
0.25,24,10,1,1,65,17,0,0,0
0.25,24,10,2,1,3,1,0,0,0
0.25,24,10,3,1,0,0,0,0,0
0.25,24,10,4,1,0,0,0,0,0
0.25,24,10,5,1,0,0,0,0,0
0.25,24,10,6,1,0,0,0,0,0
0.5,24,9,1,1,84,43,0,0,0
0.5,24,9,2,1,0,0,0,0,0
0.5,24,9,3,1,0,0,0,0,0
0.5,24,9,4,1,0,0,0,0,0
0.5,24,9,5,1,0,0,0,0,0
0.5,24,9,6,1,0,0,0,0,0
0.5,24,10,1,1,71,36,0,0,0
0.5,24,10,2,1,11,6,0,0,0
0.5,24,10,3,1,0,0,0,0,0
0.5,24,10,4,1,0,0,0,0,0
0.5,24,10,5,1,0,0,0,0,0
0.5,24,10,6,1,0,0,0,0,0
0.75,24,9,1,1,66,50,0,0,0
0.75,24,9,2,1,0,0,0,0,0
0.75,24,9,3,1,0,0,0,0,0
0.75,24,9,4,1,0,0,0,0,0
0.75,24,9,5,1,0,0,0,0,0
0.75,24,9,6,1,0,0,0,0,0
0.75,24,10,1,1,62,47,0,0,0
0.75,24,10,2,1,3,3,0,0,0
0.75,24,10,3,1,0,0,0,0,0
0.75,24,10,4,1,0,0,0,0,0
0.75,24,10,5,1,0,0,0,0,0
0.75,24,10,6,1,0,0,0,0,0
0,1,11,1,1,67,0,0,2,0
0,1,11,2,1,0,0,0,0,0
0,1,11,3,1,0,0,0,0,0
0,1,11,4,1,0,0,0,0,0
0,1,11,5,1,0,0,0,0,0
0,1,11,6,1,0,0,0,0,0
0,1,12,1,1,50,0,0,0,0
0,1,12,2,1,0,0,0,0,0
0,1,12,3,1,0,0,0,0,0
0,1,12,4,1,0,0,0,0,0
0,1,12,5,1,0,0,0,0,0
0,1,12,6,1,0,0,0,0,0
0.25,1,11,1,1,46,12,0,0,0
0.25,1,11,2,1,1,1,0,0,0
0.25,1,11,3,1,0,0,0,0,0
0.25,1,11,4,1,0,0,0,0,0
0.25,1,11,5,1,0,0,0,0,0
0.25,1,11,6,1,0,0,0,0,0
0.25,1,12,1,1,52,13,0,0,1
0.25,1,12,2,1,0,0,0,0,0
0.25,1,12,3,1,0,0,0,0,0
0.25,1,12,4,1,0,0,0,0,0
0.25,1,12,5,1,0,0,0,0,0
0.25,1,12,6,1,0,0,0,0,0
0.5,1,11,1,1,51,26,0,0,0
0.5,1,11,2,1,0,0,0,0,0
0.5,1,11,3,1,0,0,0,0,0
0.5,1,11,4,1,0,0,0,0,0
0.5,1,11,5,1,0,0,0,0,0
0.5,1,11,6,1,0,0,0,0,0
0.5,1,12,1,1,108,0.138,0,0,0
0.5,1,12,2,1,1,1,0,0,0
0.5,1,12,3,1,0,0,0,0,0
0.5,1,12,4,1,0,0,0,0,0
0.5,1,12,5,1,0,0,0,0,0
0.5,1,12,6,1,0,0,0,0,0
0.75,1,11,1,1,99,0.01887,0,0,0
0.75,1,11,2,1,0,0,0,0,0
0.75,1,11,3,1,0,0,0,0,0
0.75,1,11,4,1,0,0,0,0,0
0.75,1,11,5,1,0,0,0,0,0
0.75,1,11,6,1,0,0,0,0,0
0.75,1,12,1,1,69,52,0,0,0
0.75,1,12,2,1,0,0,0,0,0
0.75,1,12,3,1,0,0,0,0,0
0.75,1,12,4,1,0,0,0,0,0
0.75,1,12,5,1,0,0,0,0,0
0.75,1,12,6,1,0,0,0,0,0
0,6,11,1,1,69,0,0,0,0
0,6,11,2,1,2,0,0,0,0
0,6,11,3,1,0,0,0,0,0
0,6,11,4,1,0,0,0,0,0
0,6,11,5,1,0,0,0,0,0
0,6,11,6,1,0,0,0,0,0
0,6,12,1,1,58,0,0,0,0
0,6,12,2,1,2,0,0,0,0
0,6,12,3,1,0,0,0,0,0
0,6,12,4,1,0,0,0,0,0
0,6,12,5,1,0,0,0,0,0
0,6,12,6,1,0,0,0,0,0
0.25,6,11,1,1,56,14,0,0,0
0.25,6,11,2,1,4,1,0,0,0
0.25,6,11,3,1,0,0,0,0,0
0.25,6,11,4,1,0,0,0,0,0
0.25,6,11,5,1,0,0,0,0,0
0.25,6,11,6,1,0,0,0,0,0
0.25,6,12,1,1,35,9,0,0,0
0.25,6,12,2,1,0,0,0,0,0
0.25,6,12,3,1,0,0,0,0,0
0.25,6,12,4,1,0,0,0,0,0
0.25,6,12,5,1,0,0,0,0,0
0.25,6,12,6,1,0,0,0,0,0
0.5,6,11,1,1,17,9,0,8,1
0.5,6,11,2,1,0,0,0,0,0
0.5,6,11,3,1,0,0,0,0,0
0.5,6,11,4,1,0,0,0,0,0
0.5,6,11,5,1,0,0,0,0,0
0.5,6,11,6,1,0,0,0,0,0
0.5,6,12,1,1,27,14,0,0,0
0.5,6,12,2,1,0,0,0,0,0
0.5,6,12,3,1,0,0,0,0,0
0.5,6,12,4,1,0,0,0,0,0
0.5,6,12,5,1,0,0,0,0,0
0.5,6,12,6,1,0,0,0,0,0
0.75,6,11,1,1,52,39,0,0,0
0.75,6,11,2,1,1,1,0,0,0
0.75,6,11,3,1,0,0,0,0,0
0.75,6,11,4,1,0,0,0,0,0
0.75,6,11,5,1,0,0,0,0,0
0.75,6,11,6,1,0,0,0,0,0
0.75,6,12,1,1,26,20,0,3,0
0.75,6,12,2,1,0,0,0,0,0
0.75,6,12,3,1,0,0,0,0,0
0.75,6,12,4,1,0,0,0,0,0
0.75,6,12,5,1,0,0,0,0,0
0.75,6,12,6,1,0,0,0,0,0
0,24,11,1,1,78,0,0,0,0
0,24,11,2,1,10,0,0,0,0
0,24,11,3,1,0,0,0,0,0
0,24,11,4,1,0,0,0,0,0
0,24,11,5,1,0,0,0,0,0
0,24,11,6,1,0,0,0,0,0
0,24,12,1,1,54,0,0,0,0
0,24,12,2,1,2,0,0,0,0
0,24,12,3,1,0,0,0,0,0
0,24,12,4,1,0,0,0,0,0
0,24,12,5,1,0,0,0,0,0
0,24,12,6,1,0,0,0,0,0
0.25,24,11,1,1,53,14,0,0,0
0.25,24,11,2,1,8,2,0,0,0
0.25,24,11,3,1,0,0,0,0,0
0.25,24,11,4,1,0,0,0,0,0
0.25,24,11,5,1,0,0,0,0,0
0.25,24,11,6,1,0,0,0,0,0
0.25,24,12,1,1,57,15,0,0,1
0.25,24,12,2,1,3,1,0,0,0
0.25,24,12,3,1,0,0,0,0,0
0.25,24,12,4,1,0,0,0,0,0
0.25,24,12,5,1,0,0,0,0,0
0.25,24,12,6,1,0,0,0,0,0
0.5,24,11,1,1,43,22,0,0,0
0.5,24,11,2,1,20,10,0,0,0
0.5,24,11,3,1,0,0,0,0,0
0.5,24,11,4,1,0,0,0,0,0
0.5,24,11,5,1,0,0,0,0,0
0.5,24,11,6,1,0,0,0,0,0
0.5,24,12,1,1,65,33,0,0,0
0.5,24,12,2,1,30,15,0,0,0
0.5,24,12,3,1,0,0,0,0,0
0.5,24,12,4,1,0,0,0,0,0
0.5,24,12,5,1,0,0,0,0,0
0.5,24,12,6,1,0,0,0,0,0
0.75,24,11,1,1,61,46,0,0,0
0.75,24,11,2,1,8,6,0,0,0
0.75,24,11,3,1,0,0,0,0,0
0.75,24,11,4,1,0,0,0,0,0
0.75,24,11,5,1,0,0,0,0,0
0.75,24,11,6,1,0,0,0,0,0
0.75,24,12,1,1,39,30,0,0,0
0.75,24,12,2,1,8,6,0,0,0
0.75,24,12,3,1,1,1,0,0,0
0.75,24,12,4,1,0,0,0,0,0
0.75,24,12,5,1,0,0,0,0,0
0.75,24,12,6,1,0,0,0,0,0
0,1,1,3,2,0,0,0,0,1
0,1,1,2,2,1,0,0,1,0
0,1,1,3,2,0,0,0,0,0
0,1,1,4,2,0,0,0,0,0
0,1,1,5,2,0,0,0,0,0
0,1,1,6,2,0,0,0,0,0
0,1,2,1,2,0,0,0,0,0
0,1,2,2,2,1,0,0,0,0
0,1,2,3,2,0,0,0,0,0
0,1,2,4,2,0,0,0,0,0
0,1,2,5,2,0,0,0,0,0
0,1,2,6,2,0,0,0,0,0
0.25,1,1,1,2,228,41,0,0,0
0.25,1,1,2,2,0,0,0,0,0
0.25,1,1,3,2,0,0,0,0,0
0.25,1,1,4,2,0,0,0,0,0
0.25,1,1,5,2,0,0,0,0,0
0.25,1,1,6,2,0,0,0,0,0
0.25,1,2,1,2,160,50,0,0,0
0.25,1,2,2,2,9,3,0,1,1
0.25,1,2,3,2,0,0,0,0,0
0.25,1,2,4,2,0,0,0,0,0
0.25,1,2,5,2,0,0,0,0,0
0.25,1,2,6,2,0,0,0,0,0
0.5,1,1,1,2,59,30,0,0,2
0.5,1,1,2,2,0,0,0,0,0
0.5,1,1,3,2,0,0,0,0,0
0.5,1,1,4,2,0,0,0,0,0
0.5,1,1,5,2,0,0,0,0,0
0.5,1,1,6,2,0,0,0,0,0
0.5,1,2,1,2,200,49,0,0,0
0.5,1,2,2,2,4,2,0,0,0
0.5,1,2,3,2,0,0,0,0,0
0.5,1,2,4,2,0,0,0,0,0
0.5,1,2,5,2,0,0,0,0,0
0.5,1,2,6,2,0,0,0,0,0
0.75,1,1,1,2,96,83,0,0,0
0.75,1,1,2,2,0,0,0,0,0
0.75,1,1,3,2,0,0,0,0,0
0.75,1,1,4,2,0,0,0,0,0
0.75,1,1,5,2,0,0,0,0,0
0.75,1,1,6,2,0,0,0,0,0
0.75,1,2,1,2,68,51,0,0,0
0.75,1,2,2,2,0,0,0,0,0
0.75,1,2,3,2,0,0,0,0,0
0.75,1,2,4,2,0,0,0,0,0
0.75,1,2,5,2,0,0,0,0,0
0.75,1,2,6,2,0,0,0,0,0
0,6,1,1,2,109,193,0,1,0
0,6,1,2,2,3,0,0,0,0
0,6,1,3,2,0,0,0,0,0
0,6,1,4,2,0,0,0,0,0
0,6,1,5,2,0,0,0,0,0
0,6,1,6,2,0,0,0,0,0
0,6,2,1,2,256,0,0,0,0
0,6,2,2,2,4,0,0,0,0
0,6,2,3,2,0,0,0,0,0
0,6,2,4,2,0,0,0,0,0
0,6,2,5,2,0,0,0,0,0
0,6,2,6,2,0,0,0,0,0
0.25,6,1,1,2,172,44,0,0,0
0.25,6,1,2,2,22,6,0,1,0
0.25,6,1,3,2,0,0,0,0,0
0.25,6,1,4,2,0,0,0,0,0
0.25,6,1,5,2,0,0,0,0,0
0.25,6,1,6,2,0,0,0,0,0
0.25,6,2,1,2,174,41,0,0,0
0.25,6,2,2,2,19,5,0,0,0
0.25,6,2,3,2,1,1,0,0,0
0.25,6,2,4,2,0,0,0,0,0
0.25,6,2,5,2,0,0,0,0,0
0.25,6,2,6,2,0,0,0,0,0
0.5,6,1,1,2,163,78,0,0,0
0.5,6,1,2,2,2,1,0,0,0
0.5,6,1,3,2,0,0,0,0,0
0.5,6,1,4,2,0,0,0,0,0
0.5,6,1,5,2,0,0,0,0,0
0.5,6,1,6,2,0,0,0,0,0
0.5,6,2,1,2,155,71,0,0,0
0.5,6,2,2,2,11,6,0,0,0
0.5,6,2,3,2,0,0,0,0,0
0.5,6,2,4,2,0,0,0,0,0
0.5,6,2,5,2,0,0,0,0,0
0.5,6,2,6,2,0,0,0,0,0
0.75,6,1,1,2,53,40,0,0,0
0.75,6,1,2,2,0,0,0,0,0
0.75,6,1,3,2,0,0,0,0,0
0.75,6,1,4,2,0,0,0,0,0
0.75,6,1,5,2,0,0,0,0,0
0.75,6,1,6,2,0,0,0,0,0
0.75,6,2,1,2,62,47,0,0,0
0.75,6,2,2,2,2,2,0,0,0
0.75,6,2,3,2,0,0,0,0,0
0.75,6,2,4,2,0,0,0,0,0
0.75,6,2,5,2,0,0,0,0,0
0.75,6,2,6,2,0,0,0,0,0
0,24,1,1,2,140,0,0,0,0
0,24,1,2,2,13,0,0,0,0
0,24,1,3,2,0,0,0,0,0
0,24,1,4,2,0,0,0,0,0
0,24,1,5,2,0,0,0,0,0
0,24,1,6,2,0,0,0,0,0
0,24,2,1,2,174,0,0,0,0
0,24,2,2,2,11,0,0,0,0
0,24,2,3,2,3,0,0,0,0
0,24,2,4,2,0,0,0,0,0
0,24,2,5,2,0,0,0,0,0
0,24,2,6,2,0,0,0,0,0
0.25,24,1,1,2,169,45,0,1,0
0.25,24,1,2,2,31,8,0,0,0
0.25,24,1,3,2,4,1,0,1,0
0.25,24,1,4,2,0,0,0,0,0
0.25,24,1,5,2,0,0,0,0,0
0.25,24,1,6,2,0,0,0,0,0
0.25,24,2,1,2,176,22,0,0,0
0.25,24,2,2,2,45,12,0,0,0
0.25,24,2,3,2,15,4,0,0,0
0.25,24,2,4,2,0,0,0,0,0
0.25,24,2,5,2,0,0,0,0,0
0.25,24,2,6,2,0,0,0,0,0
0.5,24,1,1,2,85,56,0,0,0
0.5,24,1,2,2,23,12,0,0,0
0.5,24,1,3,2,2,1,0,0,0
0.5,24,1,4,2,0,0,0,0,0
0.5,24,1,5,2,0,0,0,0,0
0.5,24,1,6,2,0,0,0,0,0
0.5,24,2,1,2,60,30,0,1,0
0.5,24,2,2,2,110,46,0,0,0
0.5,24,2,3,2,1,1,0,0,0
0.5,24,2,4,2,0,0,0,0,0
0.5,24,2,5,2,0,0,0,0,0
0.5,24,2,6,2,0,0,0,0,0
0.75,24,1,1,2,90,61,0,0,1
0.75,24,1,2,2,0,0,0,0,0
0.75,24,1,3,2,0,0,0,0,0
0.75,24,1,4,2,0,0,0,0,0
0.75,24,1,5,2,0,0,0,0,0
0.75,24,1,6,2,0,0,0,0,0
0.75,24,2,1,2,62,47,0,0,0
0.75,24,2,2,2,24,18,0,4,1
0.75,24,2,3,2,1,1,0,0,0
0.75,24,2,4,2,0,0,0,0,0
0.75,24,2,5,2,0,0,0,0,0
0.75,24,2,6,2,0,0,0,0,0
0,1,3,1,2,80,0,0,1,1
0,1,3,2,2,4,0,0,0,0
0,1,3,3,2,0,0,0,0,0
0,1,3,4,2,0,0,0,0,0
0,1,3,5,2,0,0,0,0,0
0,1,3,6,2,0,0,0,0,0
0,1,4,1,2,285,0,0,0,0
0,1,4,2,2,0,0,0,0,0
0,1,4,3,2,0,0,0,0,0
0,1,4,4,2,0,0,0,0,0
0,1,4,5,2,0,0,0,0,0
0,1,4,6,2,0,0,0,0,0
0.25,1,3,1,2,17,55,0,0,0
0.25,1,3,2,2,1,1,0,0,0
0.25,1,3,3,2,0,0,0,0,0
0.25,1,3,4,2,0,0,0,0,0
0.25,1,3,5,2,0,0,0,0,0
0.25,1,3,6,2,0,0,0,0,0
0.25,1,4,1,2,216,49,0,0,0
0.25,1,4,2,2,0,0,0,0,0
0.25,1,4,3,2,0,0,0,0,0
0.25,1,4,4,2,0,0,0,0,0
0.25,1,4,5,2,0,0,0,0,0
0.25,1,4,6,2,0,0,0,0,0
0.5,1,3,1,2,194,55,0,0,0
0.5,1,3,2,2,4,2,0,0,0
0.5,1,3,3,2,0,0,0,0,0
0.5,1,3,4,2,0,0,0,0,0
0.5,1,3,5,2,0,0,0,0,0
0.5,1,3,6,2,0,0,0,0,0
0.5,1,4,1,2,109,75,0,1,1
0.5,1,4,2,2,1,1,0,0,0
0.5,1,4,3,2,0,0,0,0,0
0.5,1,4,4,2,0,0,0,0,0
0.5,1,4,5,2,0,0,0,0,0
0.5,1,4,6,2,0,0,0,0,0
0.75,1,3,1,2,149,88,0,0,0
0.75,1,3,2,2,0,0,0,0,0
0.75,1,3,3,2,0,0,0,0,0
0.75,1,3,4,2,0,0,0,0,0
0.75,1,3,5,2,0,0,0,0,0
0.75,1,3,6,2,0,0,0,0,0
0.75,1,4,1,2,117,68,0,0,2
0.75,1,4,2,2,1,1,0,0,0
0.75,1,4,3,2,0,0,0,0,0
0.75,1,4,4,2,0,0,0,0,0
0.75,1,4,5,2,0,0,0,0,0
0.75,1,4,6,2,0,0,0,0,0
0,6,3,1,2,89,0,0,0,2
0,6,3,2,2,39,0,0,0,0
0,6,3,3,2,1,0,0,0,0
0,6,3,4,2,0,0,0,0,0
0,6,3,5,2,0,0,0,0,0
0,6,3,6,2,0,0,0,0,0
0,6,4,1,2,191,0,1,0,1
0,6,4,2,2,17,0,0,0,0
0,6,4,3,2,0,0,0,0,0
0,6,4,4,2,0,0,0,0,0
0,6,4,5,2,0,0,0,0,0
0,6,4,6,2,0,0,0,0,0
0.25,6,3,1,2,207,61,0,0,0
0.25,6,3,2,2,17,4,0,0,0
0.25,6,3,3,2,1,0,0,0,0
0.25,6,3,4,2,0,0,0,0,0
0.25,6,3,5,2,0,0,0,0,0
0.25,6,3,6,2,0,0,0,0,0
0.25,6,4,1,2,241,53,0,1,0
0.25,6,4,2,2,1,1,0,1,0
0.25,6,4,3,2,0,0,0,0,0
0.25,6,4,4,2,0,0,0,0,0
0.25,6,4,5,2,0,0,0,0,0
0.25,6,4,6,2,0,0,0,0,0
0.5,6,3,1,2,209,50,1,0,0
0.5,6,3,2,2,3,2,0,0,0
0.5,6,3,3,2,0,0,0,0,0
0.5,6,3,4,2,0,0,0,0,0
0.5,6,3,5,2,0,0,0,0,0
0.5,6,3,6,2,0,0,0,0,0
0.5,6,4,1,2,19,99,0,0,0
0.5,6,4,2,2,1,1,0,0,0
0.5,6,4,3,2,0,0,0,0,0
0.5,6,4,4,2,0,0,0,0,0
0.5,6,4,5,2,0,0,0,0,0
0.5,6,4,6,2,0,0,0,0,0
0.75,6,3,1,2,197,58,0,0,0
0.75,6,3,2,2,2,2,0,0,0
0.75,6,3,3,2,0,0,0,0,0
0.75,6,3,4,2,0,0,0,0,0
0.75,6,3,5,2,0,0,0,0,0
0.75,6,3,6,2,0,0,0,0,0
0.75,6,4,1,2,77,65,0,0,0
0.75,6,4,2,2,3,3,0,0,0
0.75,6,4,3,2,1,1,0,0,0
0.75,6,4,4,2,0,0,0,0,0
0.75,6,4,5,2,0,0,0,0,0
0.75,6,4,6,2,0,0,0,0,0
0,24,3,1,2,86,0,0,0,0
0,24,3,2,2,105,0,0,1,0
0,24,3,3,2,20,0,0,0,0
0,24,3,4,2,1,0,0,0,1
0,24,3,5,2,0,0,0,0,0
0,24,3,6,2,0,0,0,0,0
0,24,4,1,2,162,0,0,1,0
0,24,4,2,2,190,0,0,0,0
0,24,4,3,2,6,0,0,0,0
0,24,4,4,2,0,0,0,0,0
0,24,4,5,2,0,0,0,0,0
0,24,4,6,2,0,0,0,0,0
0.25,24,3,1,2,104,35,0,0,0
0.25,24,3,2,2,32,8,0,0,0
0.25,24,3,3,2,0,0,0,0,0
0.25,24,3,4,2,0,0,0,0,0
0.25,24,3,5,2,0,0,0,0,0
0.25,24,3,6,2,0,0,0,0,0
0.25,24,4,1,2,137,22,0,0,0
0.25,24,4,2,2,68,17,0,0,0
0.25,24,4,3,2,2,1,0,0,0
0.25,24,4,4,2,0,0,0,0,0
0.25,24,4,5,2,0,0,0,0,0
0.25,24,4,6,2,0,0,0,0,0
0.5,24,3,1,2,85,54,0,0,0
0.5,24,3,2,2,34,17,0,0,1
0.5,24,3,3,2,3,2,0,1,0
0.5,24,3,4,2,0,0,0,0,0
0.5,24,3,5,2,0,0,0,0,0
0.5,24,3,6,2,0,0,0,0,0
0.5,24,4,1,2,107,76,0,0,1
0.5,24,4,2,2,43,22,0,0,0
0.5,24,4,3,2,0,0,0,0,0
0.5,24,4,4,2,0,0,0,0,0
0.5,24,4,5,2,0,0,0,0,0
0.5,24,4,6,2,0,0,0,0,0
0.75,24,3,1,2,64,48,0,0,1
0.75,24,3,2,2,19,14,0,0,0
0.75,24,3,3,2,1,1,0,0,0
0.75,24,3,4,2,0,0,0,0,0
0.75,24,3,5,2,0,0,0,0,0
0.75,24,3,6,2,0,0,0,0,0
0.75,24,4,1,2,60,45,0,1,0
0.75,24,4,2,2,10,8,0,0,0
0.75,24,4,3,2,0,0,0,0,0
0.75,24,4,4,2,0,0,0,0,0
0.75,24,4,5,2,0,0,0,0,0
0.75,24,4,6,2,0,0,0,0,0
0,1,5,1,2,150,0,0,0,0
0,1,5,2,2,1,0,0,0,0
0,1,5,3,2,0,0,0,0,0
0,1,5,4,2,0,0,0,0,0
0,1,5,5,2,0,0,0,0,0
0,1,5,6,2,0,0,0,0,0
0,1,6,1,2,117,0,0,1,0
0,1,6,2,2,1,0,0,0,0
0,1,6,3,2,0,0,0,0,0
0,1,6,4,2,0,0,0,0,0
0,1,6,5,2,0,0,0,0,0
0,1,6,6,2,0,0,0,0,0
0.25,1,5,1,2,205,31,0,1,0
0.25,1,5,2,2,1,1,0,0,0
0.25,1,5,3,2,0,0,0,0,0
0.25,1,5,4,2,0,0,0,0,0
0.25,1,5,5,2,0,0,0,0,0
0.25,1,5,6,2,0,0,0,0,0
0.25,1,6,1,2,122,42,0,0,0
0.25,1,6,2,2,0,0,0,0,0
0.25,1,6,3,2,0,0,0,0,0
0.25,1,6,4,2,0,0,0,0,0
0.25,1,6,5,2,0,0,0,0,0
0.25,1,6,6,2,0,0,0,0,0
0.5,1,5,1,2,167,67,0,1,0
0.5,1,5,2,2,0,0,0,0,0
0.5,1,5,3,2,0,0,0,0,0
0.5,1,5,4,2,0,0,0,0,0
0.5,1,5,5,2,0,0,0,0,0
0.5,1,5,6,2,0,0,0,0,0
0.5,1,6,1,2,132,60,0,0,0
0.5,1,6,2,2,0,0,0,0,0
0.5,1,6,3,2,0,0,0,0,0
0.5,1,6,4,2,0,0,0,0,0
0.5,1,6,5,2,0,0,0,0,0
0.5,1,6,6,2,0,0,0,0,0
0.75,1,5,1,2,25,18,0,0,0
0.75,1,5,2,2,0,0,0,0,0
0.75,1,5,3,2,0,0,0,0,0
0.75,1,5,4,2,0,0,0,0,0
0.75,1,5,5,2,0,0,0,0,0
0.75,1,5,6,2,0,0,0,0,0
0.75,1,6,1,2,60,45,0,0,0
0.75,1,6,2,2,0,0,0,0,0
0.75,1,6,3,2,0,0,0,0,0
0.75,1,6,4,2,0,0,0,0,0
0.75,1,6,5,2,0,0,0,0,0
0.75,1,6,6,2,0,0,0,0,0
0,6,5,1,2,119,0,0,0,1
0,6,5,2,2,245,0,2,4,0
0,6,5,3,2,4,0,0,1,0
0,6,5,4,2,1,0,0,2,0
0,6,5,5,2,0,0,0,0,0
0,6,5,6,2,0,0,0,0,0
0,6,6,1,2,161,0,0,1,0
0,6,6,2,2,1,0,0,0,0
0,6,6,3,2,0,0,0,0,0
0,6,6,4,2,0,0,0,0,0
0,6,6,5,2,0,0,0,0,0
0,6,6,6,2,0,0,0,0,0
0.25,6,5,1,2,158,32,0,0,0
0.25,6,5,2,2,5,1,0,0,0
0.25,6,5,3,2,0,0,0,0,0
0.25,6,5,4,2,0,0,0,0,0
0.25,6,5,5,2,0,0,0,0,0
0.25,6,5,6,2,0,0,0,0,0
0.25,6,6,1,2,124,32,0,2,1
0.25,6,6,2,2,1,1,0,0,0
0.25,6,6,3,2,0,0,0,0,0
0.25,6,6,4,2,0,0,0,0,0
0.25,6,6,5,2,0,0,0,0,0
0.25,6,6,6,2,0,0,0,0,0
0.5,6,5,1,2,124,47,0,0,0
0.5,6,5,2,2,2,1,0,0,0
0.5,6,5,3,2,0,0,0,0,0
0.5,6,5,4,2,0,0,0,0,0
0.5,6,5,5,2,0,0,0,0,0
0.5,6,5,6,2,0,0,0,0,0
0.5,6,6,1,2,93,75,0,0,0
0.5,6,6,2,2,4,2,0,0,0
0.5,6,6,3,2,2,1,0,0,0
0.5,6,6,4,2,0,0,0,0,0
0.5,6,6,5,2,0,0,0,0,0
0.5,6,6,6,2,0,0,0,0,0
0.75,6,5,1,2,59,44,0,0,0
0.75,6,5,2,2,2,1,0,0,0
0.75,6,5,3,2,0,0,0,0,0
0.75,6,5,4,2,0,0,0,0,0
0.75,6,5,5,2,0,0,0,0,0
0.75,6,5,6,2,0,0,0,0,0
0.75,6,6,1,2,149,77,0,0,0
0.75,6,6,2,2,1,1,0,1,0
0.75,6,6,3,2,0,0,0,0,0
0.75,6,6,4,2,0,0,0,0,0
0.75,6,6,5,2,0,0,0,0,0
0.75,6,6,6,2,0,0,0,0,0
0,24,5,1,2,102,0,0,0,0
0,24,5,2,2,110,0,0,0,0
0,24,5,3,2,1,0,0,0,0
0,24,5,4,2,82,0,0,0,0
0,24,5,5,2,0,0,0,0,0
0,24,5,6,2,0,0,0,0,0
